url,words,ratio,is_legal,status
https://envizion.work/212,549,14.03,No,Optimal Content Density
https://envizion.work/about.html,657,17.76,Yes,Optimal Content Density
https://envizion.work/app-business-tools.html,70,5.12,No,Low-Value Content Risk (Thin UI)
https://envizion.work/app-creator-suite.html,77,5.25,No,Low-Value Content Risk (Thin UI)
https://envizion.work/app-study-workspace.html,78,5.15,No,Low-Value Content Risk (Thin UI)
https://envizion.work/tools2/CodeWeb.html,0,0,No,Failed: 404 Client Error: Not Found fo...
https://envizion.work/contact.html,498,12.32,Yes,Optimal Content Density
https://envizion.work/editorial-policy.html,217,17.44,No,Optimal Content Density
https://envizion.work,1375,13.74,No,Optimal Content Density
https://envizion.work/Loma/image-gen.html,68,3.24,No,Low-Value Content Risk (Thin UI)
https://envizion.work/Loma,287,1.39,No,High Code-to-Text Discrepancy
https://envizion.work/Loma/music-gen.html,47,1.94,No,Low-Value Content Risk (Thin UI)
https://envizion.work/main.html,150,11.21,No,Optimal Content Density
https://envizion.work/privacy.html,571,30.4,Yes,Optimal Content Density
https://envizion.work/reviews-blog/blog-post.html,11,0.72,No,Low-Value Content Risk (Thin UI)
https://envizion.work/reviews-blog/blog.html,115,4.15,No,Low-Value Content Risk (Thin UI)
https://envizion.work/reviews-blog/game.html,12,0.67,No,Low-Value Content Risk (Thin UI)
https://envizion.work/reviews-blog/gamevaultoriginal.html,49,0.4,No,Low-Value Content Risk (Thin UI)
https://envizion.work/reviews-blog,1007,14.33,No,Optimal Content Density
https://envizion.work/reviews-blog/indexcopy.html,49,0.4,No,Low-Value Content Risk (Thin UI)
https://envizion.work/terms.html,572,30.87,Yes,Optimal Content Density
https://envizion.work/tools/advanced-video-watermarker.html,404,16.71,No,Optimal Content Density
https://envizion.work/tools/background-remover-home.html,111,9.02,No,Low-Value Content Risk (Thin UI)
https://envizion.work/tools/background-remover.html,252,7.29,No,High Code-to-Text Discrepancy
https://envizion.work/tools/htmlviewer.html,1030,14.05,No,Optimal Content Density
https://envizion.work/tools/image-optimizer-pro.html,378,17.18,No,Optimal Content Density
https://envizion.work/tools/Image-Text-Extractor.html,227,4.52,No,High Code-to-Text Discrepancy
https://envizion.work/tools/imagesupscaler.html,63,2.67,No,Low-Value Content Risk (Thin UI)
https://envizion.work/tools,542,27.64,No,Optimal Content Density
https://envizion.work/tools/instant-dictionary-home.html,89,7.67,No,Low-Value Content Risk (Thin UI)
https://envizion.work/tools/InstantDictionary.html,132,5.67,No,Low-Value Content Risk (Thin UI)
https://envizion.work/tools/life-tools-home.html,100,5.18,No,Low-Value Content Risk (Thin UI)
https://envizion.work/tools/life-tools.html,215,5.13,No,High Code-to-Text Discrepancy
https://envizion.work/tools/local_video_image_mask_merger.html,241,3.93,No,High Code-to-Text Discrepancy
https://envizion.work/tools/media-library.html,58,2.99,No,Low-Value Content Risk (Thin UI)
https://envizion.work/tools/mediaforge-home.html,93,7.43,No,Low-Value Content Risk (Thin UI)
https://envizion.work/tools/mediaforge.html,155,6.31,No,High Code-to-Text Discrepancy
https://envizion.work/tools/mediaplayer-home.html,815,32.87,No,Optimal Content Density
https://envizion.work/tools/mp4tomp3-home.html,101,7.56,No,Low-Value Content Risk (Thin UI)
https://envizion.work/tools/mp4tomp3.html,220,8.5,No,High Code-to-Text Discrepancy
https://envizion.work/tools/omniconvert-home.html,91,7.39,No,Low-Value Content Risk (Thin UI)
https://envizion.work/tools/pdf-to-text-home.html,99,7.17,No,Low-Value Content Risk (Thin UI)
https://envizion.work/tools/pdfmerger.html,437,10.68,No,Optimal Content Density
https://envizion.work/tools/pdfstotxt.html,77,4.97,No,Low-Value Content Risk (Thin UI)
https://envizion.work/tools/R,449,10.17,No,Optimal Content Density
https://envizion.work/tools/RREADME.html,2,4.85,No,Low-Value Content Risk (Thin UI)
https://envizion.work/tools/s,0,0,No,Failed: 404 Client Error: Not Found fo...
https://envizion.work/tools/steganovault.html,1151,7.42,No,High Code-to-Text Discrepancy
https://envizion.work/tools/teleprompter-home.html,146,10.97,No,Low-Value Content Risk (Thin UI)
https://envizion.work/tools/teleprompter.html,100,2.38,No,Low-Value Content Risk (Thin UI)
https://envizion.work/tools/the-new-project.html,146,10.85,No,Low-Value Content Risk (Thin UI)
https://envizion.work/tools/tools-guide.html,475,20.64,No,Optimal Content Density
https://envizion.work/tools/u8.html,330,5.02,No,High Code-to-Text Discrepancy
https://envizion.work/tools/universal-file-encryption.html,343,16.71,No,Optimal Content Density
https://envizion.work/tools/velolink.html,524,7.95,No,High Code-to-Text Discrepancy
https://envizion.work/tools/vocal-music-separator.html,401,3.93,No,High Code-to-Text Discrepancy
https://envizion.work/tools/voice-recorder.html,240,3.02,No,High Code-to-Text Discrepancy
https://envizion.work/tools2/about.html,783,29.52,Yes,Optimal Content Density
https://envizion.work/tools2/animator_studio.html,818,4.98,No,High Code-to-Text Discrepancy
https://envizion.work/tools2/bulk_webp_converter.html,675,21.51,No,Optimal Content Density
https://envizion.work/tools2/tools2/CodeWeb.html,0,0,No,Failed: 404 Client Error: Not Found fo...
https://envizion.work/tools2/codewebabout.html,0,0,No,Failed: 404 Client Error: Not Found fo...
https://envizion.work/tools2/contact.html,750,28.62,Yes,Optimal Content Density
https://envizion.work/tools2/envizion_editor.html,77,0.83,No,Low-Value Content Risk (Thin UI)
https://envizion.work/tools2/envizion_playground.html,69,1.22,No,Low-Value Content Risk (Thin UI)
https://envizion.work/tools2/envizion_pro_studio_editor.html,676,6.76,No,High Code-to-Text Discrepancy
https://envizion.work/tools2/fbx_to_glb_converter.html,675,17.04,No,Optimal Content Density
https://envizion.work/tools2/image_resizer.html,647,22.04,No,Optimal Content Density
https://envizion.work/tools2,1179,22.15,No,Optimal Content Density
https://envizion.work/tools2/local_glb_viewer.html,709,16.03,No,Optimal Content Density
https://envizion.work/tools2/local_video_image_mask_merger.html,694,6.37,No,High Code-to-Text Discrepancy
https://envizion.work/tools2/local_vocal_remover.html,793,15.93,No,Optimal Content Density
https://envizion.work/tools2/luma_dashboard_clone.html,192,3.02,No,High Code-to-Text Discrepancy
https://envizion.work/tools2/main...3d_model_viewer.html,1136,5.97,No,High Code-to-Text Discrepancy
https://envizion.work/tools2/mp3_editor_mp4_converter.html,888,9.44,No,High Code-to-Text Discrepancy
https://envizion.work/tools2/pdf_merger.html,666,21.75,No,Optimal Content Density
https://envizion.work/tools2/privacy.html,867,31.89,Yes,Optimal Content Density
https://envizion.work/tools2/secure_converter.html,1732,30.83,No,Optimal Content Density
https://envizion.work/tools2/secure_pdf_compressor.html,674,21.54,No,Optimal Content Density
https://envizion.work/tools2/superfast_video_compressor.html,2254,17.49,No,Optimal Content Density
https://envizion.work/tools2/visual_level_builder.html,726,8.43,No,High Code-to-Text Discrepancy
https://envizion.work/website-envizion.html,129,7.4,No,Low-Value Content Risk (Thin UI)
https://envizion.work/woodbury_getaway (3).html,101,0.58,No,Low-Value Content Risk (Thin UI)
https://envizion.work/Worldcup.html,212,5.86,No,High Code-to-Text Discrepancy
https://envizion.work/WorldCups/archive2022.html,72,5.16,No,Low-Value Content Risk (Thin UI)
https://envizion.work/WorldCups,270,6.79,No,High Code-to-Text Discrepancy
https://envizion.work/WorldCups/team.html,37,2.81,No,Low-Value Content Risk (Thin UI)
https://envizion.work/WorldCups/trivia.html,64,6.11,No,Low-Value Content Risk (Thin UI)
https://envizion.work/tools/jsxviewer.html,0,0,No,Failed: 404 Client Error: Not Found fo...
https://envizion.work/tools2/CodeWeb.html#-connect-to-colab-gpu-lora,0,0,No,Failed: 404 Client Error: Not Found fo...
https://envizion.work/tools2/CodeWeb.html#-fine-tuning-vs-foundation-architectures,0,0,No,Failed: 404 Client Error: Not Found fo...
https://envizion.work/tools2/CodeWeb.html#-advanced-ollama-api,0,0,No,Failed: 404 Client Error: Not Found fo...
https://envizion.work/tools2/CodeWeb.html#-docker-compose-deployment,0,0,No,Failed: 404 Client Error: Not Found fo...
https://envizion.work/tools2/CodeWeb.html#-ssh-cryptography-server-hardening,0,0,No,Failed: 404 Client Error: Not Found fo...
https://envizion.work/tools2/CodeWeb.html#-github-actions-cicd-pipeline,0,0,No,Failed: 404 Client Error: Not Found fo...
https://envizion.work/tools2/CodeWeb.html#-nginx-server-multiplexing,0,0,No,Failed: 404 Client Error: Not Found fo...
https://envizion.work/tools2/CodeWeb.html#-postgresql-database-operations,0,0,No,Failed: 404 Client Error: Not Found fo...
https://envizion.work/tools2/CodeWeb.html#-python-isolation-dependency-hygiene,0,0,No,Failed: 404 Client Error: Not Found fo...
https://envizion.work/tools2/CodeWeb.html#-websockets-for-interactive-real-time-streams,0,0,No,Failed: 404 Client Error: Not Found fo...
https://envizion.work/tools2/CodeWeb.html#-vs-code-remote-dev,0,0,No,Failed: 404 Client Error: Not Found fo...
https://envizion.work/tools2/CodeWeb.html#-kubernetes-basics,0,0,No,Failed: 404 Client Error: Not Found fo...
https://envizion.work/tools2/CodeWeb.html#-environment-variables-env,0,0,No,Failed: 404 Client Error: Not Found fo...
https://envizion.work/tools2/CodeWeb.html#-jwt-authentication,0,0,No,Failed: 404 Client Error: Not Found fo...
https://envizion.work/tools2/CodeWeb.html#-rest-api-design,0,0,No,Failed: 404 Client Error: Not Found fo...
https://envizion.work/tools2/CodeWeb.html#-automated-testing,0,0,No,Failed: 404 Client Error: Not Found fo...
https://envizion.work/tools2/CodeWeb.html#-git-advanced-workflows,0,0,No,Failed: 404 Client Error: Not Found fo...
https://envizion.work/tools2/CodeWeb.html#-npm-pnpm-yarn-mastery,0,0,No,Failed: 404 Client Error: Not Found fo...
https://envizion.work/tools2/CodeWeb.html#-webpack-vite-config,0,0,No,Failed: 404 Client Error: Not Found fo...
https://envizion.work/tools2/CodeWeb.html#-aws-cli-essentials,0,0,No,Failed: 404 Client Error: Not Found fo...
https://envizion.work/tools2/CodeWeb.html#-firebase-setup-rules,0,0,No,Failed: 404 Client Error: Not Found fo...
https://envizion.work/tools2/CodeWeb.html#-mongodb-mongoose,0,0,No,Failed: 404 Client Error: Not Found fo...
https://envizion.work/tools2/CodeWeb.html#-redis-caching,0,0,No,Failed: 404 Client Error: Not Found fo...
https://envizion.work/tools2/CodeWeb.html#-load-balancing,0,0,No,Failed: 404 Client Error: Not Found fo...
https://envizion.work/tools2/CodeWeb.html#-https-ssl-certificates,0,0,No,Failed: 404 Client Error: Not Found fo...
